year,county,stage,station_id,yield_bu_acre,acres_planted,acres_harvested,opt_temp_min,opt_temp_max,opt_precip,stage_duration_days,stage_start_date,stage_end_date,precip_total,precip_avg,precip_max,Temp_avg,TempMAX_avg,TempMIN_avg,Snow_total,SnowDepth_avg,WindSpeed_avg,temp_deviation,precip_deviation,water_stress_indicator,hail_events,tornado_events,high_wind_events,thunder_events,total_extreme_weather_days,GDD
2019,CARROLL,germination,US1OHLC0016,51.8,1400.0,600.0,7,15,30,20,4/15/19,5/4/19,3.43,0.1715,0.79,,,,,,,,1.9040666666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2019,CARROLL,vegetative,US1OHLC0016,51.8,1400.0,600.0,15,24,100,50,5/5/19,6/23/19,9.350000000000001,0.18700000000000003,1.06,,,,,,,,1.3749,1.0,0.0,0.0,0.0,0.0,0.0,
2019,CARROLL,reproductive,US1OHLC0016,51.8,1400.0,600.0,18,24,75,30,6/24/19,7/23/19,8.8,0.29333333333333333,1.57,,,,,,,,1.9802666666666668,1.0,0.0,0.0,0.0,0.0,0.0,
2019,COSHOCTON,germination,US1OHLC0016,62.5,1000.0,400.0,7,15,30,20,4/15/19,5/4/19,3.43,0.1715,0.79,,,,,,,,1.9040666666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2019,COSHOCTON,vegetative,US1OHLC0016,62.5,1000.0,400.0,15,24,100,50,5/5/19,6/23/19,9.350000000000001,0.18700000000000003,1.06,,,,,,,,1.3749,1.0,0.0,0.0,0.0,0.0,0.0,
2019,COSHOCTON,reproductive,US1OHLC0016,62.5,1000.0,400.0,18,24,75,30,6/24/19,7/23/19,8.8,0.29333333333333333,1.57,,,,,,,,1.9802666666666668,1.0,0.0,0.0,0.0,0.0,0.0,
2019,GEAUGA,germination,US1OHPT0010,48.0,500.0,400.0,7,15,30,20,4/15/19,5/4/19,4.449999999999999,0.22249999999999998,1.97,,,,0.0,0.0,,,2.7676666666666656,1.0,0.0,0.0,0.0,0.0,0.0,
2019,GEAUGA,vegetative,US1OHPT0010,48.0,500.0,400.0,15,24,100,50,5/5/19,6/23/19,8.510000000000002,0.18911111111111115,1.72,,,,0.0,0.0,,,1.1615400000000002,1.0,0.0,0.0,0.0,0.0,0.0,
2019,GEAUGA,reproductive,US1OHPT0010,48.0,500.0,400.0,18,24,75,30,6/24/19,7/23/19,5.55,0.25227272727272726,1.15,,,,0.0,0.0,,,0.8795999999999999,1.0,0.0,0.0,0.0,0.0,0.0,
2019,HOLMES,germination,USW00054856,51.7,1600.0,700.0,7,15,30,20,4/15/19,5/4/19,3.3,0.17368421052631577,0.54,52.89473684210526,62.1578947368421,43.63157894736842,,,,0.6081871345029217,1.7939999999999998,1.0,0.0,0.0,0.0,0.0,0.0,7.208187134502923
2019,HOLMES,vegetative,USW00054856,51.7,1600.0,700.0,15,24,100,50,5/5/19,6/23/19,9.810000000000002,0.19620000000000004,1.3,63.150000000000006,72.34,53.96,,,,2.194444444444443,1.4917400000000003,1.0,0.0,0.0,0.0,0.0,0.0,12.905555555555557
2019,HOLMES,reproductive,USW00054856,51.7,1600.0,700.0,18,24,75,30,6/24/19,7/23/19,11.61,0.38699999999999996,5.59,75.01666666666668,84.13333333333334,65.9,,,,2.898148148148156,2.9319199999999994,1.0,0.0,0.0,0.0,0.0,0.0,19.498148148148154
2019,MEDINA,germination,US1OHMD0019,43.5,900.0,200.0,7,15,30,20,4/15/19,5/4/19,,,,,,,,,,,,,,,,,,
2019,MEDINA,vegetative,US1OHMD0019,43.5,900.0,200.0,15,24,100,50,5/5/19,6/23/19,,,,,,,,,,,,,,,,,,
2019,MEDINA,reproductive,US1OHMD0019,43.5,900.0,200.0,18,24,75,30,6/24/19,7/23/19,,,,,,,,,,,,,,,,,,
2019,MERCER,germination,US1OHWR0030,42.5,2200.0,200.0,7,15,30,20,4/15/19,5/4/19,7.19,0.798888888888889,2.1,,,,,,,,5.087533333333334,1.0,0.0,0.0,0.0,0.0,0.0,
2019,MERCER,vegetative,US1OHWR0030,42.5,2200.0,200.0,15,24,100,50,5/5/19,6/23/19,10.21,0.4254166666666667,2.3,,,,,,,,1.59334,1.0,0.0,0.0,0.0,0.0,0.0,
2019,MERCER,reproductive,US1OHWR0030,42.5,2200.0,200.0,18,24,75,30,6/24/19,7/23/19,3.2500000000000004,0.46428571428571436,1.3,,,,,,,,0.10066666666666682,0.0,0.0,0.0,0.0,0.0,0.0,
2019,MORROW,germination,US1OHLC0016,54.8,4300.0,400.0,7,15,30,20,4/15/19,5/4/19,3.43,0.1715,0.79,,,,,,,,1.9040666666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2019,MORROW,vegetative,US1OHLC0016,54.8,4300.0,400.0,15,24,100,50,5/5/19,6/23/19,9.350000000000001,0.18700000000000003,1.06,,,,,,,,1.3749,1.0,0.0,0.0,0.0,0.0,0.0,
2019,MORROW,reproductive,US1OHLC0016,54.8,4300.0,400.0,18,24,75,30,6/24/19,7/23/19,8.8,0.29333333333333333,1.57,,,,,,,,1.9802666666666668,1.0,0.0,0.0,0.0,0.0,0.0,
2019,PORTAGE,germination,US1OHPT0010,38.4,1300.0,800.0,7,15,30,20,4/15/19,5/4/19,4.449999999999999,0.22249999999999998,1.97,,,,0.0,0.0,,,2.7676666666666656,1.0,0.0,0.0,0.0,0.0,0.0,
2019,PORTAGE,vegetative,US1OHPT0010,38.4,1300.0,800.0,15,24,100,50,5/5/19,6/23/19,8.510000000000002,0.18911111111111115,1.72,,,,0.0,0.0,,,1.1615400000000002,1.0,0.0,0.0,0.0,0.0,0.0,
2019,PORTAGE,reproductive,US1OHPT0010,38.4,1300.0,800.0,18,24,75,30,6/24/19,7/23/19,5.55,0.25227272727272726,1.15,,,,0.0,0.0,,,0.8795999999999999,1.0,0.0,0.0,0.0,0.0,0.0,
2019,TRUMBULL,germination,US1PAMR0012,58.3,2600.0,1800.0,7,15,30,20,4/15/19,5/4/19,2.9000000000000004,0.4833333333333334,1.48,,,,,,,,1.4553333333333336,1.0,0.0,0.0,0.0,0.0,0.0,
2019,TRUMBULL,vegetative,US1PAMR0012,58.3,2600.0,1800.0,15,24,100,50,5/5/19,6/23/19,7.65,0.3825,1.24,,,,0.0,,,,0.9431,1.0,0.0,0.0,0.0,0.0,0.0,
2019,TRUMBULL,reproductive,US1PAMR0012,58.3,2600.0,1800.0,18,24,75,30,6/24/19,7/23/19,5.4399999999999995,0.19428571428571426,0.87,,,,0.0,,,,0.8423466666666665,1.0,0.0,0.0,0.0,0.0,0.0,
2019,WAYNE,germination,US1OHMD0019,49.5,7600.0,4400.0,7,15,30,20,4/15/19,5/4/19,,,,,,,,,,,,,,,,,,
2019,WAYNE,vegetative,US1OHMD0019,49.5,7600.0,4400.0,15,24,100,50,5/5/19,6/23/19,,,,,,,,,,,,,,,,,,
2019,WAYNE,reproductive,US1OHMD0019,49.5,7600.0,4400.0,18,24,75,30,6/24/19,7/23/19,,,,,,,,,,,,,,,,,,
2020,ASHLAND,germination,US1OHMD0019,68.3,900.0,300.0,7,15,30,20,4/15/20,5/4/20,,,,,,,,,,,,,,,,,,
2020,ASHLAND,vegetative,US1OHMD0019,68.3,900.0,300.0,15,24,100,50,5/5/20,6/23/20,,,,,,,,,,,,,,,,,,
2020,ASHLAND,reproductive,US1OHMD0019,68.3,900.0,300.0,18,24,75,30,6/24/20,7/23/20,,,,,,,,,,,,,,,,,,
2020,ASHTABULA,germination,USW00004853,58.3,1400.0,460.0,7,15,30,20,4/15/20,5/4/20,1.22,0.061,0.35,48.525,55.15,41.9,,,12.538,37.525,0.032933333333333197,0.0,0.0,0.0,0.0,0.0,0.0,4.780555555555555
2020,ASHTABULA,vegetative,USW00004853,58.3,1400.0,460.0,15,24,100,50,5/5/20,6/23/20,5.13,0.1026,0.98,64.11,71.16,57.06,,,10.1324,1.6611111111111114,0.3030199999999999,0.0,0.0,0.0,3.0,2.0,5.0,13.438888888888888
2020,ASHTABULA,reproductive,USW00004853,58.3,1400.0,460.0,18,24,75,30,6/24/20,7/23/20,4.23,0.14586206896551726,1.44,76.91666666666666,83.23333333333333,70.6,,,7.768666666666666,3.953703703703699,0.4325600000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.553703703703704
2020,CARROLL,germination,US1OHLC0016,71.8,900.0,330.0,7,15,30,20,4/15/20,5/4/20,2.9799999999999995,0.15684210526315787,1.21,,,,,,,,1.523066666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2020,CARROLL,vegetative,US1OHLC0016,71.8,900.0,330.0,15,24,100,50,5/5/20,6/23/20,6.53,0.2612,3.1,,,,,,,,0.65862,1.0,0.0,0.0,0.0,0.0,0.0,
2020,CARROLL,reproductive,US1OHLC0016,71.8,900.0,330.0,18,24,75,30,6/24/20,7/23/20,,,,,,,,,,,,,,,,,,
2020,COLUMBIANA,germination,US1PAMR0012,66.9,2900.0,1140.0,7,15,30,20,4/15/20,5/4/20,2.7799999999999994,0.13899999999999996,1.14,,,,0.2,,,,1.3537333333333328,1.0,0.0,0.0,0.0,0.0,0.0,
2020,COLUMBIANA,vegetative,US1PAMR0012,66.9,2900.0,1140.0,15,24,100,50,5/5/20,6/23/20,6.260000000000001,0.13041666666666668,1.54,,,,0.0,,,,0.5900400000000002,1.0,0.0,0.0,0.0,0.0,0.0,
2020,COLUMBIANA,reproductive,US1PAMR0012,66.9,2900.0,1140.0,18,24,75,30,6/24/20,7/23/20,3.26,0.11642857142857142,1.73,,,,0.0,,,,0.10405333333333316,0.0,0.0,0.0,0.0,0.0,0.0,
2020,COSHOCTON,germination,US1OHLC0016,48.5,600.0,130.0,7,15,30,20,4/15/20,5/4/20,2.9799999999999995,0.15684210526315787,1.21,,,,,,,,1.523066666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2020,COSHOCTON,vegetative,US1OHLC0016,48.5,600.0,130.0,15,24,100,50,5/5/20,6/23/20,6.53,0.2612,3.1,,,,,,,,0.65862,1.0,0.0,0.0,0.0,0.0,0.0,
2020,COSHOCTON,reproductive,US1OHLC0016,48.5,600.0,130.0,18,24,75,30,6/24/20,7/23/20,,,,,,,,,,,,,,,,,,
2020,DARKE,germination,US1OHWR0030,55.0,600.0,220.0,7,15,30,20,4/15/20,5/4/20,2.8,0.39999999999999997,1.1,,,,,,,,1.3706666666666663,1.0,0.0,0.0,0.0,0.0,0.0,
2020,DARKE,vegetative,US1OHWR0030,55.0,600.0,220.0,15,24,100,50,5/5/20,6/23/20,7.99,0.5707142857142857,3.8,,,,,,,,1.02946,1.0,0.0,0.0,0.0,0.0,0.0,
2020,DARKE,reproductive,US1OHWR0030,55.0,600.0,220.0,18,24,75,30,6/24/20,7/23/20,4.67,0.6671428571428571,1.72,,,,,,,,0.5815733333333333,1.0,0.0,0.0,0.0,0.0,0.0,
2020,GEAUGA,germination,US1OHPT0010,64.3,500.0,300.0,7,15,30,20,4/15/20,5/4/20,1.87,0.09842105263157895,0.57,,,,1.6,0.575,,,0.5832666666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2020,GEAUGA,vegetative,US1OHPT0010,64.3,500.0,300.0,15,24,100,50,5/5/20,6/23/20,8.08,0.1616,1.16,,,,0.3,0.5,,,1.05232,1.0,0.0,0.0,0.0,0.0,0.0,
2020,GEAUGA,reproductive,US1OHPT0010,64.3,500.0,300.0,18,24,75,30,6/24/20,7/23/20,2.7,0.09310344827586207,0.66,,,,0.0,,,,0.08560000000000002,0.0,0.0,0.0,0.0,0.0,0.0,
2020,HARDIN,germination,USC00334189,53.4,700.0,440.0,7,15,30,20,4/15/20,5/4/20,0.46,0.032857142857142856,0.19,,,,,,,,0.6105333333333334,1.0,0.0,0.0,0.0,0.0,0.0,
2020,HARDIN,vegetative,USC00334189,53.4,700.0,440.0,15,24,100,50,5/5/20,6/23/20,5.69,0.11854166666666667,1.32,,,,,,,,0.4452600000000001,0.0,0.0,0.0,0.0,0.0,0.0,
2020,HARDIN,reproductive,USC00334189,53.4,700.0,440.0,18,24,75,30,6/24/20,7/23/20,1.27,0.04535714285714286,0.88,,,,,,,,0.5698933333333334,1.0,0.0,0.0,0.0,0.0,0.0,
2020,HOLMES,germination,USW00054856,73.3,500.0,300.0,7,15,30,20,4/15/20,5/4/20,1.3900000000000001,0.0695,0.54,47.224999999999994,56.8,37.65,,,,36.224999999999994,0.1768666666666668,0.0,0.0,0.0,0.0,0.0,0.0,4.058333333333332
2020,HOLMES,vegetative,USW00054856,73.3,500.0,300.0,15,24,100,50,5/5/20,6/23/20,7.09,0.1418,1.22,62.57,72.3,52.84,,,,2.5166666666666657,0.8008599999999998,1.0,0.0,0.0,0.0,0.0,0.0,12.583333333333334
2020,HOLMES,reproductive,USW00054856,73.3,500.0,300.0,18,24,75,30,6/24/20,7/23/20,1.09,0.036333333333333336,0.32,74.15,84.13333333333334,64.16666666666667,,,,2.4166666666666714,0.6308533333333334,1.0,0.0,0.0,0.0,0.0,0.0,19.016666666666673
2020,JEFFERSON,germination,US1OHJF0006,57.6,900.0,370.0,7,15,30,20,4/15/20,5/4/20,4.19,0.20950000000000002,1.16,,,,0.0,,,,2.5475333333333334,1.0,0.0,0.0,0.0,0.0,0.0,
2020,JEFFERSON,vegetative,US1OHJF0006,57.6,900.0,370.0,15,24,100,50,5/5/20,6/23/20,6.65,0.133,1.32,,,,0.0,,,,0.6890999999999999,1.0,0.0,0.0,0.0,0.0,0.0,
2020,JEFFERSON,reproductive,US1OHJF0006,57.6,900.0,370.0,18,24,75,30,6/24/20,7/23/20,4.010000000000001,0.14321428571428574,1.87,,,,0.0,,,,0.3580533333333335,0.0,0.0,0.0,0.0,0.0,0.0,
2020,KNOX,germination,US1OHLC0016,65.5,1000.0,220.0,7,15,30,20,4/15/20,5/4/20,2.9799999999999995,0.15684210526315787,1.21,,,,,,,,1.523066666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2020,KNOX,vegetative,US1OHLC0016,65.5,1000.0,220.0,15,24,100,50,5/5/20,6/23/20,6.53,0.2612,3.1,,,,,,,,0.65862,1.0,0.0,0.0,0.0,0.0,0.0,
2020,KNOX,reproductive,US1OHLC0016,65.5,1000.0,220.0,18,24,75,30,6/24/20,7/23/20,,,,,,,,,,,,,,,,,,
2020,LOGAN,germination,US1OHWR0030,53.4,900.0,320.0,7,15,30,20,4/15/20,5/4/20,2.8,0.39999999999999997,1.1,,,,,,,,1.3706666666666663,1.0,0.0,0.0,0.0,0.0,0.0,
2020,LOGAN,vegetative,US1OHWR0030,53.4,900.0,320.0,15,24,100,50,5/5/20,6/23/20,7.99,0.5707142857142857,3.8,,,,,,,,1.02946,1.0,0.0,0.0,0.0,0.0,0.0,
2020,LOGAN,reproductive,US1OHWR0030,53.4,900.0,320.0,18,24,75,30,6/24/20,7/23/20,4.67,0.6671428571428571,1.72,,,,,,,,0.5815733333333333,1.0,0.0,0.0,0.0,0.0,0.0,
2020,MAHONING,germination,US1PAMR0012,56.9,800.0,320.0,7,15,30,20,4/15/20,5/4/20,2.7799999999999994,0.13899999999999996,1.14,,,,0.2,,,,1.3537333333333328,1.0,0.0,0.0,0.0,0.0,0.0,
2020,MAHONING,vegetative,US1PAMR0012,56.9,800.0,320.0,15,24,100,50,5/5/20,6/23/20,6.260000000000001,0.13041666666666668,1.54,,,,0.0,,,,0.5900400000000002,1.0,0.0,0.0,0.0,0.0,0.0,
2020,MAHONING,reproductive,US1PAMR0012,56.9,800.0,320.0,18,24,75,30,6/24/20,7/23/20,3.26,0.11642857142857142,1.73,,,,0.0,,,,0.10405333333333316,0.0,0.0,0.0,0.0,0.0,0.0,
2020,MORROW,germination,US1OHLC0016,48.5,300.0,130.0,7,15,30,20,4/15/20,5/4/20,2.9799999999999995,0.15684210526315787,1.21,,,,,,,,1.523066666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2020,MORROW,vegetative,US1OHLC0016,48.5,300.0,130.0,15,24,100,50,5/5/20,6/23/20,6.53,0.2612,3.1,,,,,,,,0.65862,1.0,0.0,0.0,0.0,0.0,0.0,
2020,MORROW,reproductive,US1OHLC0016,48.5,300.0,130.0,18,24,75,30,6/24/20,7/23/20,,,,,,,,,,,,,,,,,,
2020,PORTAGE,germination,US1OHPT0010,55.6,600.0,250.0,7,15,30,20,4/15/20,5/4/20,1.87,0.09842105263157895,0.57,,,,1.6,0.575,,,0.5832666666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2020,PORTAGE,vegetative,US1OHPT0010,55.6,600.0,250.0,15,24,100,50,5/5/20,6/23/20,8.08,0.1616,1.16,,,,0.3,0.5,,,1.05232,1.0,0.0,0.0,0.0,0.0,0.0,
2020,PORTAGE,reproductive,US1OHPT0010,55.6,600.0,250.0,18,24,75,30,6/24/20,7/23/20,2.7,0.09310344827586207,0.66,,,,0.0,,,,0.08560000000000002,0.0,0.0,0.0,0.0,0.0,0.0,
2020,STARK,germination,US1OHPT0010,56.9,1000.0,360.0,7,15,30,20,4/15/20,5/4/20,1.87,0.09842105263157895,0.57,,,,1.6,0.575,,,0.5832666666666666,1.0,0.0,0.0,0.0,0.0,0.0,
2020,STARK,vegetative,US1OHPT0010,56.9,1000.0,360.0,15,24,100,50,5/5/20,6/23/20,8.08,0.1616,1.16,,,,0.3,0.5,,,1.05232,1.0,0.0,0.0,0.0,0.0,0.0,
